Municipality,Year,Indy_percent,Unio_percent
Santa Eulàlia de Ronçana,2006,57.73,40.33
Santa Eulàlia de Ronçana,2010,54.28,35.75
Santa Eulàlia de Ronçana,2012,57.58,37.38
Santa Eulàlia de Ronçana,2015,56.65,40.04
Santa Fe del Penedès,1980,71.9,19.01
Santa Fe del Penedès,1984,87.38,11.65
Santa Fe del Penedès,1988,79.66,13.56
Santa Fe del Penedès,1992,88.06,8.96
Santa Fe del Penedès,1995,91.45,7.89
Santa Fe del Penedès,1999,82.11,15.79
Santa Fe del Penedès,2003,71.5,28.04
Santa Fe del Penedès,2006,76.65,22.34
Santa Fe del Penedès,2010,65.52,14.78
Santa Fe del Penedès,2012,81.12,12.88
Santa Fe del Penedès,2015,85.88,11.37
Santa Llogaia d'Àlguema,1980,32.84,21.64
Santa Llogaia d'Àlguema,1984,73.24,23.24
Santa Llogaia d'Àlguema,1988,55.63,40.14
Santa Llogaia d'Àlguema,1992,58.39,36.65
Santa Llogaia d'Àlguema,1995,52.3,45.98
Santa Llogaia d'Àlguema,1999,49.03,50.32
Santa Llogaia d'Àlguema,2003,42,56.67
Santa Llogaia d'Àlguema,2006,32.17,62.61
Santa Llogaia d'Àlguema,2010,37.78,51.11
Santa Llogaia d'Àlguema,2012,39.18,55.67
Santa Llogaia d'Àlguema,2015,34.33,63.18
Santa Margarida de Montbui,1980,20.36,62.35
Santa Margarida de Montbui,1984,32.84,56.44
Santa Margarida de Montbui,1988,31.03,63.4
Santa Margarida de Montbui,1992,34.84,59.14
Santa Margarida de Montbui,1995,35.73,63.12
Santa Margarida de Montbui,1999,32.13,64.61
Santa Margarida de Montbui,2003,31.86,66.5
Santa Margarida de Montbui,2006,30.54,66.38
Santa Margarida de Montbui,2010,34.39,54.79
Santa Margarida de Montbui,2012,30.42,59.17
Santa Margarida de Montbui,2015,27.81,68.65
Santa Margarida i els Monjos,1980,36.74,44.03
Santa Margarida i els Monjos,1984,53.83,41.36
Santa Margarida i els Monjos,1988,51.93,44.26
Santa Margarida i els Monjos,1992,50.72,46.57
Santa Margarida i els Monjos,1995,51.32,47.65
Santa Margarida i els Monjos,1999,45.9,51.86
Santa Margarida i els Monjos,2003,46.25,52.54
Santa Margarida i els Monjos,2006,43.9,53.54
Santa Margarida i els Monjos,2010,41.9,44.87
Santa Margarida i els Monjos,2012,46.47,45.59
Santa Margarida i els Monjos,2015,46.32,50.62
Santa Maria d'Oló,1980,66.54,13.7
Santa Maria d'Oló,1984,89.18,6.87
Santa Maria d'Oló,1988,86.66,10.23
Santa Maria d'Oló,1992,91.13,6.26
Santa Maria d'Oló,1995,90.11,9.57
Santa Maria d'Oló,1999,88.25,11.31
Santa Maria d'Oló,2003,89.03,10.7
Santa Maria d'Oló,2006,85.27,13.58
Santa Maria d'Oló,2010,75.17,9.12
Santa Maria d'Oló,2012,88.42,8.06
Santa Maria d'Oló,2015,90.23,7.5
Santa Maria de Besora,1980,66.67,1.85
Santa Maria de Besora,1984,85.83,5
Santa Maria de Besora,1988,94.26,4.92
Santa Maria de Besora,1992,97.35,2.65
Santa Maria de Besora,1995,91.15,7.96
Santa Maria de Besora,1999,91.76,7.06
Santa Maria de Besora,2003,85.15,13.86
Santa Maria de Besora,2006,79.55,19.32
Santa Maria de Besora,2010,65.93,19.78
Santa Maria de Besora,2012,90.18,8.04
Santa Maria de Besora,2015,93.46,2.8
Santa Maria de Martorelles,1980,46.15,46.61
Santa Maria de Martorelles,1984,71.55,25.43
Santa Maria de Martorelles,1988,69.86,29.67
Santa Maria de Martorelles,1992,78.14,16.6
Santa Maria de Martorelles,1995,64.68,34.55
Santa Maria de Martorelles,1999,58.99,37.47
Santa Maria de Martorelles,2003,67.86,31.43
Santa Maria de Martorelles,2006,58.4,39.1
Santa Maria de Martorelles,2010,50.45,35.87
Santa Maria de Martorelles,2012,62.58,29.24
Santa Maria de Martorelles,2015,61.17,35.53
Santa Maria de Merlès,1980,59.8,29.41
Santa Maria de Merlès,1984,90.65,5.61
Santa Maria de Merlès,1988,91.92,8.08
Santa Maria de Merlès,1992,88.17,7.53
Santa Maria de Merlès,1995,87.78,11.11
Santa Maria de Merlès,1999,83.12,16.88
Santa Maria de Merlès,2003,82.56,17.44
Santa Maria de Merlès,2006,82.86,17.14
Santa Maria de Merlès,2010,72.62,16.67
Santa Maria de Merlès,2012,86.73,11.22
Santa Maria de Merlès,2015,83.81,9.52
Santa Maria de Miralles,1980,39.13,21.74
Santa Maria de Miralles,1984,76.36,20
Santa Maria de Miralles,1988,84.21,12.28
Santa Maria de Miralles,1992,84.38,14.06
Santa Maria de Miralles,1995,73.53,26.47
Santa Maria de Miralles,1999,78.12,17.19
Santa Maria de Miralles,2003,61.84,38.16
Santa Maria de Miralles,2006,74.07,24.07
Santa Maria de Miralles,2010,76.32,17.11
Santa Maria de Miralles,2012,75,21.74
Santa Maria de Miralles,2015,81.25,15.62
Santa Maria de Palautordera,1980,47.28,35.72
Santa Maria de Palautordera,1984,60.32,37.8
Santa Maria de Palautordera,1988,63.4,33.51
Santa Maria de Palautordera,1992,66.69,30.52
Santa Maria de Palautordera,1995,62.39,37.12
Santa Maria de Palautordera,1999,58.44,39.92
Santa Maria de Palautordera,2003,59.15,40.09
Santa Maria de Palautordera,2006,54.32,43.18
Santa Maria de Palautordera,2010,52.53,34.11
Santa Maria de Palautordera,2012,63.7,31.69
Santa Maria de Palautordera,2015,66.31,30.56
Santa Oliva,1980,34.79,49.02
Santa Oliva,1984,41.13,56.03
Santa Oliva,1988,41.32,53.12
Santa Oliva,1992,44.54,52.98
Santa Oliva,1995,47.14,51.52
Santa Oliva,1999,37.35,60.79
Santa Oliva,2003,38.75,59.29
Santa Oliva,2006,37.7,59.28
Santa Oliva,2010,38.38,49.96
Santa Oliva,2012,36.76,55.49
Santa Oliva,2015,33.33,63.78
Santa Pau,1980,50.76,18.44
Santa Pau,1984,79.97,16.47
Santa Pau,1988,79.36,15.77
Santa Pau,1992,83.57,13.65
Santa Pau,1995,80.87,18.87
Santa Pau,1999,84.39,14.36
Santa Pau,2003,79.78,19.78
Santa Pau,2006,71.74,25.7
Santa Pau,2010,68.43,16.39
Santa Pau,2012,86.67,10.17
Santa Pau,2015,86.29,11.33
Santa Perpètua de Mogoda,1980,34.2,46.32
Santa Perpètua de Mogoda,1984,46.41,42.32
Santa Perpètua de Mogoda,1988,44.11,49.81
Santa Perpètua de Mogoda,1992,49.62,44.55
Santa Perpètua de Mogoda,1995,44.38,54.63
Santa Perpètua de Mogoda,1999,37.48,58.95
Santa Perpètua de Mogoda,2003,36.76,61.7
Santa Perpètua de Mogoda,2006,37.37,60.41
Santa Perpètua de Mogoda,2010,38.51,51.34
Santa Perpètua de Mogoda,2012,32.76,58.08
Santa Perpètua de Mogoda,2015,31.68,65.06
Santa Susanna,1980,67.8,12.88
Santa Susanna,1984,82.61,15.38
Santa Susanna,1988,75.64,20.68
Santa Susanna,1992,78.4,18.49
Santa Susanna,1995,65.86,33.86
Santa Susanna,1999,63.33,35.1
Santa Susanna,2003,60.71,37.91
Santa Susanna,2006,58.95,39.13
Santa Susanna,2010,53.51,38.14
Santa Susanna,2012,54.27,40.52
Santa Susanna,2015,52.51,44.79
Santpedor,1980,46.63,38.81
Santpedor,1984,72.15,24.91
Santpedor,1988,65.57,29.33
Santpedor,1992,68.97,28.57
Santpedor,1995,67.41,32.16
Santpedor,1999,64.63,33.85
Santpedor,2003,65.85,33.25
Santpedor,2006,61.71,36.37
Santpedor,2010,61.1,26.24
Santpedor,2012,69.94,25.13
Santpedor,2015,70.59,26.38
Sarral,1980,40.97,35.95
Sarral,1984,72.69,25.07
Sarral,1988,77.3,17.64
Sarral,1992,65.12,28.73
Sarral,1995,75.27,23.8
Sarral,1999,73.38,24.73
Sarral,2003,72.16,26.95
Sarral,2006,66.72,28.75
Sarral,2010,60.12,22.56
Sarral,2012,77.32,19.46
Sarral,2015,71.49,25
Sarrià de Ter,1980,NA,NA
Sarrià de Ter,1984,40.8,35.96
Sarrià de Ter,1988,54.02,40.32
Sarrià de Ter,1992,61.11,34.68
Sarrià de Ter,1995,54.74,44.42
Sarrià de Ter,1999,58.09,39.92
Sarrià de Ter,2003,56.69,41.99
Sarrià de Ter,2006,56.06,42.23
Sarrià de Ter,2010,55.81,31.35
Sarrià de Ter,2012,63.09,32.22
Sarrià de Ter,2015,59.99,37.43
Sarroca de Bellera,1980,55.77,1.92
Sarroca de Bellera,1984,95.95,1.35
Sarroca de Bellera,1988,95.52,4.48
Sarroca de Bellera,1992,94.94,3.8
Sarroca de Bellera,1995,87.63,9.28
Sarroca de Bellera,1999,91.46,8.54
Sarroca de Bellera,2003,87.21,10.47
Sarroca de Bellera,2006,73.97,24.66
Sarroca de Bellera,2010,65.88,25.88
Sarroca de Bellera,2012,76.47,16.47
Sarroca de Bellera,2015,66.67,20.83
Sarroca de Lleida,1980,40.57,32.7
Sarroca de Lleida,1984,66.45,27.63
Sarroca de Lleida,1988,69.2,24.89
Sarroca de Lleida,1992,69.96,27.21
Sarroca de Lleida,1995,76.38,23.62
Sarroca de Lleida,1999,68.17,30.45
Sarroca de Lleida,2003,72.22,26.14
Sarroca de Lleida,2006,67.6,31.2
Sarroca de Lleida,2010,62.11,25.55
Sarroca de Lleida,2012,86.06,11.16
Sarroca de Lleida,2015,83.4,10.04
"Saus, Camallera i Llampaies",1980,47.07,28.19
"Saus, Camallera i Llampaies",1984,74.46,21.2
"Saus, Camallera i Llampaies",1988,72.4,22.4
"Saus, Camallera i Llampaies",1992,76.57,21.14
"Saus, Camallera i Llampaies",1995,69.53,29.3
"Saus, Camallera i Llampaies",1999,68.41,29.35
"Saus, Camallera i Llampaies",2003,66.82,31.38
"Saus, Camallera i Llampaies",2006,55.99,40.36
"Saus, Camallera i Llampaies",2010,58.53,25.98
"Saus, Camallera i Llampaies",2012,78.45,19.4
"Saus, Camallera i Llampaies",2015,75.84,21.16
Savallà del Comtat,1980,40,17.14
Savallà del Comtat,1984,77.27,20.45
Savallà del Comtat,1988,72.73,22.73
Savallà del Comtat,1992,71.79,17.95
Savallà del Comtat,1995,73.33,26.67
Savallà del Comtat,1999,75.56,22.22
Savallà del Comtat,2003,82.98,17.02
Savallà del Comtat,2006,70.83,27.08
Savallà del Comtat,2010,70.83,22.92
Savallà del Comtat,2012,77.78,22.22
Savallà del Comtat,2015,73.47,24.49
"Secuita, la",1980,53.22,29.13
"Secuita, la",1984,69.61,27.38
"Secuita, la",1988,64.11,30.24
"Secuita, la",1992,69.74,25.97
"Secuita, la",1995,67.56,32.11
"Secuita, la",1999,66.43,31.83
"Secuita, la",2003,66.93,32.59
"Secuita, la",2006,60.46,36.6
"Secuita, la",2010,55.18,28.99
"Secuita, la",2012,59.81,31.29
"Secuita, la",2015,60.99,35.67
"Selva de Mar, la",1980,89.17,0.83
"Selva de Mar, la",1984,90.99,7.21
"Selva de Mar, la",1988,88.12,10.89
"Selva de Mar, la",1992,79.21,17.82
"Selva de Mar, la",1995,73.17,26.02
"Selva de Mar, la",1999,69.53,28.91
"Selva de Mar, la",2003,70.68,29.32
"Selva de Mar, la",2006,63.28,33.59
"Selva de Mar, la",2010,61.11,26.19
"Selva de Mar, la",2012,81.75,12.7
"Selva de Mar, la",2015,84.4,14.18
"Selva del Camp, la",1980,35.37,31.15
"Selva del Camp, la",1984,58.61,38.19
"Selva del Camp, la",1988,49.51,45.03
"Selva del Camp, la",1992,49.47,47.14
"Selva del Camp, la",1995,54.3,45.2
"Selva del Camp, la",1999,53.7,44.43
"Selva del Camp, la",2003,55.07,44.38
"Selva del Camp, la",2006,55.07,41.9
"Selva del Camp, la",2010,52.25,36.05
"Selva del Camp, la",2012,63.02,32.63
"Selva del Camp, la",2015,62.73,33.19
Senan,1980,72.73,4.55
Senan,1984,84.21,5.26
Senan,1988,80,15
Senan,1992,90,10
Senan,1995,78.26,21.74
Senan,1999,84,16
Senan,2003,73.08,26.92
Senan,2006,62.5,37.5
Senan,2010,34.48,34.48
Senan,2012,67.65,29.41
Senan,2015,90.32,9.68
"Sénia, la",1980,20.41,56.59
"Sénia, la",1984,42.36,53.78
"Sénia, la",1988,37.91,56.57
"Sénia, la",1992,35.29,61.55
"Sénia, la",1995,38.41,60.8
"Sénia, la",1999,56.22,41.74
"Sénia, la",2003,45.73,53.23
"Sénia, la",2006,42.58,55.42
"Sénia, la",2010,43.69,49.2
"Sénia, la",2012,42.91,52.06
"Sénia, la",2015,42.98,53.07
Senterada,1980,77.17,2.17
Senterada,1984,61.33,34.67
Senterada,1988,75.44,21.05
Senterada,1992,59.72,34.72
Senterada,1995,64,34.67
Senterada,1999,59.32,38.98
Senterada,2003,61.43,38.57
Senterada,2006,61.64,38.36
Senterada,2010,33.33,40.28
Senterada,2012,68.49,28.77
Senterada,2015,79.75,20.25
"Sentiu de Sió, la",1980,18.33,35.33
"Sentiu de Sió, la",1984,75.47,20.81
"Sentiu de Sió, la",1988,64.34,29.37
"Sentiu de Sió, la",1992,68.46,27.69
"Sentiu de Sió, la",1995,65.47,33.45
"Sentiu de Sió, la",1999,64.62,31.41
"Sentiu de Sió, la",2003,70.99,28.09
"Sentiu de Sió, la",2006,65.91,33.33
"Sentiu de Sió, la",2010,60,31.72
"Sentiu de Sió, la",2012,71.53,24.91
"Sentiu de Sió, la",2015,68.92,28
Sentmenat,1980,51.5,34.57
Sentmenat,1984,54.59,39.82
Sentmenat,1988,51.59,45.67
Sentmenat,1992,60.33,35.05
Sentmenat,1995,54.52,45.02
Sentmenat,1999,48.81,47.89
Sentmenat,2003,48.97,50.25
Sentmenat,2006,47.28,48.74
Sentmenat,2010,46.74,41
Sentmenat,2012,48.96,43.74
Sentmenat,2015,48.94,47.7
Serinyà,1980,72.36,16.83
Serinyà,1984,81.05,17.96
Serinyà,1988,69.55,19.42
Serinyà,1992,77.86,18.75
Serinyà,1995,68.42,30.92
Serinyà,1999,70.63,27.58
Serinyà,2003,69.58,28.78
Serinyà,2006,67.71,29.91
Serinyà,2010,66.97,19.37
Serinyà,2012,82.83,13.23
Serinyà,2015,82.86,14.31
Seròs,1980,31.34,45.88
Seròs,1984,59.79,36.49
Seròs,1988,63.93,31.19
Seròs,1992,68.05,29.83
Seròs,1995,67.75,31.97
Seròs,1999,64.81,34.56
Seròs,2003,62.16,37.37
Seròs,2006,61.64,37.67
Seròs,2010,65.47,28.3
Seròs,2012,72.72,22.27
Seròs,2015,74.43,20.62
Serra de Daró,1980,50,16.96
Serra de Daró,1984,86.33,12.23
Serra de Daró,1988,81.74,16.52
Serra de Daró,1992,86.09,12.17
Serra de Daró,1995,85.38,14.62
Serra de Daró,1999,86.61,12.6
Serra de Daró,2003,85,14.17
Serra de Daró,2006,77.59,14.66
Serra de Daró,2010,76.52,12.17
Serra de Daró,2012,89.68,5.56
Serra de Daró,2015,89.68,3.97
Setcases,1980,73.17,12.2
Setcases,1984,89.32,9.71
Setcases,1988,90.48,9.52
Setcases,1992,77.91,18.6
Setcases,1995,86.55,13.45
Setcases,1999,83.64,15.45
Setcases,2003,81.89,16.54
Setcases,2006,80.37,18.69
Setcases,2010,76.77,19.19
Setcases,2012,83.9,12.71
Setcases,2015,78.12,13.28
"Seu d'Urgell, la",1980,40.51,35.84
"Seu d'Urgell, la",1984,64.87,33.22
"Seu d'Urgell, la",1988,59.1,35.61
"Seu d'Urgell, la",1992,61.71,35.15
"Seu d'Urgell, la",1995,60.91,38.62
"Seu d'Urgell, la",1999,60.88,37.78
"Seu d'Urgell, la",2003,58.82,40.63
"Seu d'Urgell, la",2006,54.62,44.25
"Seu d'Urgell, la",2010,58.29,34.05
"Seu d'Urgell, la",2012,61.1,35.08
"Seu d'Urgell, la",2015,60.27,36.27
Seva,1980,74.61,11.41
Seva,1984,91.4,7.34
Seva,1988,89.57,8.12
Seva,1992,88.21,9.76
Seva,1995,84.38,14.98
Seva,1999,81.01,17.61
Seva,2003,79.23,19.43
Seva,2006,75.29,22.87
Seva,2010,68.12,16.19
Seva,2012,80.89,14.74
Seva,2015,83.26,14.87
Sidamon,1980,34.26,16.2
Sidamon,1984,58.27,30.08
Sidamon,1988,70.25,22.94
Sidamon,1992,79.61,18.75
Sidamon,1995,69.9,29.45
Sidamon,1999,75,24.1
Sidamon,2003,72.55,26.36
Sidamon,2006,68.04,31.13
Sidamon,2010,62.25,27.32
Sidamon,2012,65.24,31.23
Sidamon,2015,65.93,30.75
Sils,1980,57.32,21.06
Sils,1984,79.04,17.13
Sils,1988,73.75,22.5
Sils,1992,76.12,21.87
Sils,1995,66.71,32.45
Sils,1999,65.13,33.55
Sils,2003,64.54,33.79
Sils,2006,57.24,39.91
Sils,2010,52.97,32.34
Sils,2012,58.06,36.3
Sils,2015,55.91,41.57
Sitges,1980,36.89,38.28
Sitges,1984,56.32,40.63
Sitges,1988,57.81,36.72
Sitges,1992,60.85,36.58
Sitges,1995,55.92,43.33
Sitges,1999,50.28,48.13
Sitges,2003,48.13,50.7
Sitges,2006,46.49,51.46
Sitges,2010,49.31,42.87
Sitges,2012,53.24,42.41
Sitges,2015,50.14,45.54
Siurana,1980,55.22,16.42
Siurana,1984,72.41,24.14
Siurana,1988,77.5,11.25
Siurana,1992,82.09,16.42
Siurana,1995,67.95,32.05
Siurana,1999,72.22,27.78
Siurana,2003,70.21,21.28
Siurana,2006,73.17,26.83
Siurana,2010,65,16.25
Siurana,2012,77.89,13.68
Siurana,2015,84.47,15.53
Sobremunt,1980,76.67,0
Sobremunt,1984,76.92,10.26
Sobremunt,1988,81.58,5.26
Sobremunt,1992,91.67,6.25
Sobremunt,1995,86.67,11.11
Sobremunt,1999,73.53,17.65
Sobremunt,2003,81.82,15.91
Sobremunt,2006,78,20
Sobremunt,2010,69.39,10.2
Sobremunt,2012,85.45,10.91
Sobremunt,2015,92.06,4.76
"Soleràs, el",1980,66.78,21.69
"Soleràs, el",1984,75.52,18.88
"Soleràs, el",1988,78.14,19.03
"Soleràs, el",1992,77.36,19.59
"Soleràs, el",1995,77.16,22.49
"Soleràs, el",1999,72,27.64
"Soleràs, el",2003,78.17,21.83
"Soleràs, el",2006,70.13,28.14
"Soleràs, el",2010,71.86,21.11
"Soleràs, el",2012,86.47,11.11
"Soleràs, el",2015,89.55,6.36
Solivella,1980,34.44,30.29
Solivella,1984,59.47,38.77
Solivella,1988,55.74,39.58
Solivella,1992,56.36,40.91
Solivella,1995,54.95,43.96
Solivella,1999,57.83,36.64
Solivella,2003,71.73,27.73
Solivella,2006,65.69,32.26
Solivella,2010,66.1,25.99
Solivella,2012,84.73,12.81
Solivella,2015,86.74,10.11
Solsona,1980,57.15,13.09
Solsona,1984,77.89,19.33
Solsona,1988,70.28,23.42
Solsona,1992,73.61,23.61
Solsona,1995,74.68,24.8
Solsona,1999,70.93,27.36
Solsona,2003,70.85,27.88
Solsona,2006,66.48,32.19
Solsona,2010,64.87,21.08
Solsona,2012,75.91,19.81
Solsona,2015,74.96,21.43
Sora,1980,62.12,9.85
Sora,1984,93.75,5.56
Sora,1988,89.31,9.16
Sora,1992,91.8,6.56
Sora,1995,88.14,11.86
Sora,1999,79.81,18.27
Sora,2003,92.55,7.45
Sora,2006,87.1,11.83
Sora,2010,80.18,7.21
Sora,2012,93.39,4.13
Sora,2015,88.24,5.15
Soriguera,1980,28.57,52.68
Soriguera,1984,63.49,32.54
Soriguera,1988,42.98,52.63
Soriguera,1992,60,35
Soriguera,1995,58.17,41.83
Soriguera,1999,50,49.33
Soriguera,2003,54.17,45.24
Soriguera,2006,51.92,48.08
Soriguera,2010,59.88,28.49
Soriguera,2012,73,23
Soriguera,2015,79.59,18.78
Sort,1980,55.48,18.63
Sort,1984,72.11,26.14
Sort,1988,66.8,30.2
Sort,1992,70.93,23.85
Sort,1995,69.64,30.16
Sort,1999,69.12,29.18
Sort,2003,69.5,29.71
Sort,2006,64.48,34.38
Sort,2010,63.67,26.17
Sort,2012,73.57,24.27
Sort,2015,72.38,24.24
Soses,1980,24.16,55.34
Soses,1984,58.95,38.17
Soses,1988,59.54,36.81
Soses,1992,64.46,33.29
Soses,1995,66.7,32.96
Soses,1999,64.63,34.31
Soses,2003,63.93,35.36
Soses,2006,61.49,37.73
Soses,2010,63.52,28.87
Soses,2012,74.57,23.95
Soses,2015,75.53,20.8
Subirats,1980,45.68,30.72
Subirats,1984,77.33,18.91
Subirats,1988,67.29,21.81
Subirats,1992,78.12,19.81
Subirats,1995,76.02,23.42
Subirats,1999,72.01,26.53
Subirats,2003,72.87,26.28
Subirats,2006,65.06,32.66
Subirats,2010,62.04,25.88
Subirats,2012,75.8,18.84
Subirats,2015,78.83,18.42
Sudanell,1980,43.09,19.94
Sudanell,1984,63.53,35.04
Sudanell,1988,61.71,33.46
Sudanell,1992,71.62,28.04
Sudanell,1995,68.9,30.83
Sudanell,1999,70.72,25.66
Sudanell,2003,70.86,26.74
Sudanell,2006,69.25,29.19
Sudanell,2010,64.69,23.73
Sudanell,2012,72.33,21.86
Sudanell,2015,76.6,20.2
Sunyer,1980,59.24,12.74
Sunyer,1984,75.84,20.22
Sunyer,1988,67.35,22.45
Sunyer,1992,80.7,14.62
Sunyer,1995,81.72,16.67
Sunyer,1999,77.65,21.18
Sunyer,2003,81.77,17.73
Sunyer,2006,75,24.46
Sunyer,2010,72.05,20.5
Sunyer,2012,79.39,16.97
Sunyer,2015,76.8,18.04
Súria,1980,42.76,45.48
Súria,1984,59.81,36.33
Súria,1988,57.73,37.43
Súria,1992,57.38,40.43
Súria,1995,59.69,39.86
Súria,1999,53.59,45.11
Súria,2003,49.69,49.58
Súria,2006,48.63,49.47
Súria,2010,46.85,39.97
Súria,2012,50.46,41.83
Súria,2015,51.82,44.82
Susqueda,1980,50,5.68
Susqueda,1984,85.9,10.26
Susqueda,1988,70.13,19.48
Susqueda,1992,92.73,7.27
Susqueda,1995,87.5,12.5
Susqueda,1999,80.43,17.39
Susqueda,2003,79.41,17.65
Susqueda,2006,74.6,23.81
Susqueda,2010,63.79,12.07
Susqueda,2012,87.1,8.06
Susqueda,2015,86.57,10.45
Tagamanent,1980,62.86,22.86
Tagamanent,1984,75,20.24
Tagamanent,1988,72.41,18.39
Tagamanent,1992,77.01,17.24
Tagamanent,1995,72.22,27.78
Tagamanent,1999,65.55,32.77
Tagamanent,2003,70.59,29.41
Tagamanent,2006,60.84,39.16
Tagamanent,2010,59.3,25
Tagamanent,2012,74.16,17.42
Tagamanent,2015,81.35,16.58
Talamanca,1980,31.11,15.56
Talamanca,1984,94,6
Talamanca,1988,86.54,13.46
Talamanca,1992,85.11,12.77
Talamanca,1995,82.69,17.31
Talamanca,1999,73.68,22.81
Talamanca,2003,70.27,29.73
Talamanca,2006,71.08,27.71
Talamanca,2010,71.05,15.79
Talamanca,2012,77.08,15.62
Talamanca,2015,85.31,12.59
Talarn,1980,34.52,19.64
Talarn,1984,67.18,23.59
Talarn,1988,62.09,29.12
Talarn,1992,67.35,27.04
Talarn,1995,69.85,30.15
Talarn,1999,58.85,38.76
Talarn,2003,60.19,37.86
Talarn,2006,55.9,41.03
Talarn,2010,52.68,32.68
Talarn,2012,66.11,30.54
Talarn,2015,65.42,27.92
Talavera,1980,64.24,1.32
Talavera,1984,83.85,12.5
Talavera,1988,83.8,16.2
Talavera,1992,86.5,12.5
Talavera,1995,79.19,20.36
Talavera,1999,79.29,20.71
Talavera,2003,83.5,15.53
Talavera,2006,75.57,22.16
Talavera,2010,76.67,14.44
Talavera,2012,81.52,15.76
Talavera,2015,74.37,14.57
"Tallada d'Empordà, la",1980,43.04,30.38
"Tallada d'Empordà, la",1984,77.66,18.09
"Tallada d'Empordà, la",1988,77.22,18.35
"Tallada d'Empordà, la",1992,82.39,15.34
"Tallada d'Empordà, la",1995,71.29,28.71
"Tallada d'Empordà, la",1999,63.59,35.38
"Tallada d'Empordà, la",2003,66.16,32.32
"Tallada d'Empordà, la",2006,65.87,31.25
"Tallada d'Empordà, la",2010,61.03,26.29
"Tallada d'Empordà, la",2012,81.68,16.41
"Tallada d'Empordà, la",2015,85.48,11.22
Taradell,1980,73.3,12.99
Taradell,1984,83.03,13.89
Taradell,1988,82.9,14.7
Taradell,1992,88.74,8.92
Taradell,1995,83.92,15.86
Taradell,1999,81.96,16.71
Taradell,2003,83.26,16.03
Taradell,2006,79.33,19.55
Taradell,2010,64.44,11.98
Taradell,2012,82.77,10.08
Taradell,2015,86.77,10.63
Tarragona,1980,30.91,43.65
Tarragona,1984,41.72,52.47
Tarragona,1988,42.35,47.47
Tarragona,1992,45.71,47.32
Tarragona,1995,44.91,53.96
Tarragona,1999,41.45,55.25
Tarragona,2003,43.57,55.37
Tarragona,2006,41.65,55.77
Tarragona,2010,40.64,50.17
Tarragona,2012,37.94,56.62
Tarragona,2015,36.24,59.94
Tàrrega,1980,53.98,22.2
Tàrrega,1984,73.01,24.96
Tàrrega,1988,69.95,25.11
Tàrrega,1992,69.15,28.1
Tàrrega,1995,68.42,31.17
Tàrrega,1999,65.89,32.39
Tàrrega,2003,65.75,32.61
Tàrrega,2006,62.69,35.95
Tàrrega,2010,59.42,24.64
Tàrrega,2012,70.84,23.87
Tàrrega,2015,70.74,25.63
Tarrés,1980,50.82,9.84
Tarrés,1984,81.67,13.33
Tarrés,1988,85.96,14.04
Tarrés,1992,93.44,6.56
Tarrés,1995,87.5,12.5
Tarrés,1999,87.32,11.27
Tarrés,2003,87.18,12.82
Tarrés,2006,75.36,24.64
Tarrés,2010,82.35,5.88
Tarrés,2012,94.81,3.9
Tarrés,2015,93.33,5.33
Tarroja de Segarra,1980,39.55,20.9
Tarroja de Segarra,1984,72.93,21.05
Tarroja de Segarra,1988,78.03,9.85
Tarroja de Segarra,1992,77.95,20.47
Tarroja de Segarra,1995,78.99,21.01
Tarroja de Segarra,1999,75.24,20.95
Tarroja de Segarra,2003,68.42,30.7
Tarroja de Segarra,2006,71.28,26.6
Tarroja de Segarra,2010,60.67,21.35
Tarroja de Segarra,2012,70.83,20
Tarroja de Segarra,2015,83.59,14.84
Tavèrnoles,1980,61.63,12.79
Tavèrnoles,1984,92.08,3.96
Tavèrnoles,1988,87.18,9.4
Tavèrnoles,1992,90.91,4.96
Tavèrnoles,1995,95.21,4.79
Tavèrnoles,1999,86.05,13.37
Tavèrnoles,2003,86.91,12.04
Tavèrnoles,2006,81.08,16.76
Tavèrnoles,2010,72.58,7.53
Tavèrnoles,2012,90.19,8.41
Tavèrnoles,2015,90.04,5.63
Tavertet,1980,55.93,23.73
Tavertet,1984,81.48,18.52
Tavertet,1988,87.1,9.68
Tavertet,1992,87.69,7.69
Tavertet,1995,76.4,23.6
Tavertet,1999,70.79,25.84
Tavertet,2003,83,15
Tavertet,2006,79.27,17.07
Tavertet,2010,66.22,12.16
Tavertet,2012,81.4,16.28
Tavertet,2015,87.21,11.63
Teià,1980,55.08,27.13
Teià,1984,75,21.25
Teià,1988,70.36,25.55
Teià,1992,75.88,21.19
Teià,1995,67.47,32.12
Teià,1999,64.23,33.84
Teià,2003,63.96,35.02
Teià,2006,61.26,36.28
Teià,2010,60.44,28.75
Teià,2012,68.33,27.76
Teià,2015,67.63,28.85
Térmens,1980,44.78,29.28
Térmens,1984,72.16,25.03
Térmens,1988,62.54,34.48
Térmens,1992,69.31,26.73
Térmens,1995,64.41,35.59
Térmens,1999,59.97,38.9
Térmens,2003,57.33,42.32
Térmens,2006,61.13,38.13
Térmens,2010,61.24,30.18
Térmens,2012,75.13,21.26
Térmens,2015,74.34,20.48
Terrades,1980,46.09,25
Terrades,1984,72,24.8
Terrades,1988,73.33,21.9
Terrades,1992,88.76,8.99
Terrades,1995,72.97,26.13
Terrades,1999,78.7,17.59
Terrades,2003,68.66,28.36
Terrades,2006,67.74,30.65
